Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images,cluster
Baked Lemon-Butter Salmon,408.1,14.0,1.4,65.3,0.4,238.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/28/pic60ucaA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/33/28/pic0BYRex.jpg"")",5
Cinnamon Baked Apples,173.8,2.3,41.9,0.8,33.4,20.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/picCgxQA3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/picKEOSsv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/pic9IvvH4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/picplZTBh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/pic8o2IRM.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/piciWrCk7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/picvDOMhs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/04/picFskr7y.jpg"")",0
Simple Hamburger Vegetable Soup,1572.5,58.3,157.7,117.2,56.7,707.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/64/picwsT0Bu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/28/64/picWtzEbL.jpg"")",5
Licorice Caramels,84.8,3.4,13.7,0.5,11.1,41.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/67/picbmr0kh.jpg""",0
Fasolatha (Greek Bean Soup),391.6,31.4,23.2,6.3,4.0,370.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/88/5/picv0XAEw.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/88/5/picdziim0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/88/5/picxddq71.jpg"")",0
A1 Steak Sauce  ( Clone - Copycat - Homemade Substitute ),209.4,1.0,46.1,6.7,32.7,2582.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/65/0/picUzPYsi.jpg""",0
Turtles,1235.6,60.3,176.9,9.0,143.8,505.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/30/9/reu2kcgiRQ64u8F6k0t5_image.jpeg""",5
Macaroni and Cheese With Vegetables,312.3,14.2,33.3,13.5,2.0,284.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/75/01/pickc2V1p.jpg""",0
Banana Nut Cake,482.9,18.9,75.5,4.7,54.7,306.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/32/9/picqZxovT.jpg""",0
Easy Pot Roast,744.7,31.9,17.2,98.3,3.8,1592.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/0/picfQEEnd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/0/bafivZfESjyHWfgoAumM_826D1300-2B8C-4C8B-BD82-E004CA3EF4F2.jpeg.png"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/76/0/picQFsvXw.jpg"")",5
Black Coffee  Chocolate Cake,3805.6,128.9,616.9,55.6,412.4,3292.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/90/picLKvMix.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/90/pic079LuV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/90/picxdsO0V.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/90/pic8bRJgM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/94/90/picEfqLwk.jpg""
)",2
Tofu Scramble with Hollandaise Sauce,416.2,20.1,38.9,27.8,5.6,941.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/54/6/piczLVxpl.jpg""",0
Fantastic Focaccia Bread,925.0,65.7,14.2,69.3,6.1,2093.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picbuiqMv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picviQvZx.jpg"")",5
Butterflied Lamb with Garlic Butter,1194.6,74.8,52.7,75.9,7.7,348.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/9/picnSlN8g.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/9/picHIRziT.jpg"")",5
Garlic Shrimp and Scallops,133.2,2.8,4.2,21.9,0.2,226.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/88/14/01461802246.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/88/14/picPQRICU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/88/14/picwUiZxr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/88/14/picdHeWN8.jpg"")",0
Asparagus with Toasted Pine Nuts & Lemon Vinaigrette,189.0,18.1,6.0,3.7,1.8,307.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/72/18/pich0oQSe.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/72/18/picucg5Ta.jpg"")",0
Mother Lizar's Beef Stew,762.7,54.3,55.0,13.8,5.2,351.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/61/picC3xtAo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/61/picM3nOZK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/61/pic5XlLhF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/61/picWhYRBK.jpg"")",5
Watermelon Pickles,1274.4,0.2,323.9,0.3,320.3,16999.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/69/2/piceujlCi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/69/2/pic3vDc7x.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/69/2/picMslnLs.jpg"")",2
Dinner Rolls,175.2,4.4,28.3,5.0,1.7,308.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/pic5LxEWU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/picTTyle5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/65/7/picUhRacv.jpg"")",0
Chocolate Cherry Cordial Muffins,328.8,15.5,42.1,5.3,23.1,247.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/picNlKsxH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/picX0DcbD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/picxvZ3Wr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/picuhbtjf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/picfDcVKT.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/picGZjv5M.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/75/picFIm56g.jpg"")",0
Brownies,328.6,16.9,42.4,3.1,33.5,175.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/31/7/picIgOMbU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/31/7/picTZjwoi.jpg"")",0
Steven's World Famous To-Die-For Sour Cream Chicken,927.1,67.5,50.3,30.3,7.7,892.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/52/2/piccuVIp0.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/12522/TxhkJjhTfGBSqFu917QB_2017-03-09-19-38-23-216.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/52/2/pic5KW2KV.jpg"")",5
Cajun Chicken Stew,419.2,31.8,16.8,16.4,2.1,144.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/78/6/picWIOlC7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/78/6/pic9OnHOo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/78/6/pic70wSaW.jpg"")",0
Rustler's Chili Con Carne With Beans,3198.0,104.0,304.1,278.5,63.2,6862.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/78/picrvkOJB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/78/pic8N2kt5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/78/picr9DOvn.jpg"")",2
"Xoriatiki (Greek ""Village"" Salad)",259.7,23.6,8.8,5.0,5.3,288.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/94/3/picQTZ2hr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/94/3/picwESZ9g.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/94/3/picX6PPZJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/94/3/picIGw45W.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/94/3/picil9vjw.jpg""
)",0
Chocolate Oat Bran Cookies With Chocolate Chips,70.1,2.5,11.0,1.7,4.1,90.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/16/8/picT31HWI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/16/8/picsUb0i6.jpg"")",0
Ham and Cheese Spread,199.8,18.0,2.4,7.5,1.7,324.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/48/picOEwVxQ.jpg""",0
Candied Acorn Squash,223.2,7.9,40.4,1.8,16.8,78.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/83/UWHXdLPyRxaPshYjETnC_0S9A1833.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/83/BYtw3ldDTqy9pAg0cMd9_0S9A1820.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/83/DwbH6dkPTNylJl9KFMQV_0S9A1839.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/83/picUEuPGI.jpg""
)",0
Pizza Dough,1463.8,31.9,251.5,41.0,5.0,2343.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/50/2/picX0dsEb.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/50/2/picSOBQCI.jpg"")",5
Sour Cream Coffee Cake,4348.4,280.9,420.4,56.8,261.9,4104.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/72/34/pickQQQVt.jpg""",1
Greek Hamburgers,75.1,2.0,7.6,3.2,1.9,263.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/03/8/picScuir6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/03/8/yVqrjNNrTcW2eXKv2y5Y_003.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/03/8/picBV5mHW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/03/8/picIurmYD.jpg"")",0
Low Fat Tuna Noodle Casserole,474.1,13.9,42.2,42.9,7.2,1016.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/33/2/picnPHzis.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/33/2/picGdniYE.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/33/2/picqmXQxr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/33/2/pickZYETi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/33/2/picT3vjFh.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/33/2/picKdHSSF.jpg"")",5
Kalbi,7798.2,689.3,105.4,283.9,93.1,11675.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/09/pic75vubS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/09/picqWEqWt.jpg"")",1
Banana Bread,2411.5,104.6,337.1,37.8,153.7,2640.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/35/5/picWiJPJH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/35/5/pica85F3H.jpg"")",2
Mom's Potato Soup,508.9,28.1,45.8,19.8,2.4,362.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/86/63/picq6kgsb.jpg""",0
Peanut Butter Bars,401.7,21.7,48.1,7.8,28.6,256.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/05/picI6DHJo.jpg""",0
Irish Soda Bread,1551.8,6.4,317.1,48.9,19.9,3114.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/7/piczyYJBV.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/7/picDP5fYL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/48/7/pic4QdQCu.jpg"")",5
Peachy Crock Pot Pork Chops,618.8,27.3,27.1,63.6,24.8,468.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/15/picnBXkF8.jpg""",5
Cheese Herb Bread,154.9,3.0,27.1,4.5,2.7,330.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/01/7/picNSzktv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/01/7/picuusm1s.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/01/7/picfslv0P.jpg"")",0
Pan de Jamon (ham bread),1865.8,81.7,202.7,79.9,31.0,4457.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/03/7/picAZAiNT.jpg""",2
Freezer Apricot Jam,4111.1,2.0,1055.9,7.0,1044.1,15.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/2/pic1LDsb7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/2/picGozDXk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/61/2/picGDWK7o.jpg"")",4
"Spinach, Blood Orange and Macadamia Nut Salad",379.6,30.2,28.6,5.7,15.6,45.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/54/7/picQlHPp2.jpg""",0
Jerusalem Artichoke Stir Fry,90.4,0.4,19.6,4.1,9.5,23.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/03/9/picANqV1o.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/03/9/pic4FwD6l.jpg"")",0
Wasabi Grilled Tuna,67.8,6.8,1.0,1.0,0.2,503.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/73/picLcHCKI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/73/picjf0wEe.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/97/73/pic6v6wXo.jpg"")",0
"Leek, Tomato, Goat Cheese Pizza",525.6,45.1,30.7,4.2,10.5,167.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/34/31/piczwqSe6.jpg""",0
Buttermilk Biscuit Monkey Bread,647.4,30.6,87.5,8.4,47.2,1205.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/QQTgvkgGRPSZwXlVO5BQ_food.com-25.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/h8qL7f2Scu7ws07SgAeG_food.com-24.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/Qbrwg1XSSupxM97Jqx6A_food.com-23.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/pic003uvr.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picSKkQ91.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picPIJ1Ia.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/pic3kMc1A.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picGbgYi9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picHBZWQC.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picu8Ytav.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picHjJoau.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picXAIv2f.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/picPA0TPS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/49/9/pic0t6Pov.jpg""
)",0
Clam Chowder,416.8,27.7,36.5,7.8,2.5,234.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/55/pic383a04.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/71/55/picYUU81X.jpg"")",0
Scrambled Egg Muffins,152.2,11.3,1.4,10.4,0.6,317.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/nSONEriNQdG6qVw96WMH_SEM%205%20-%20final_2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/picAuUQKa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/dntkLCPSyFKF0Vq7EqXg_SEM%206%20-%20final_3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/picCnYxbG.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/picN21BeQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/picICWeVf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/pic1DkmMK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/picMoV3wX.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/12975/h9BcBxNQkqOjWspJ0nEQ_20190603_091537.jpg"", 
""https://img.sndimg.com/food/image/upload/v1/img/feed/12975/C5PUwfylSN2xBq1xP4WE_20190603_084454.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/picmWhyU0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/pic9yNbNo.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/97/5/pickMtVg9.jpg"")",0
Fahdreiteh Chicken,643.5,46.9,5.6,47.7,0.3,1369.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/13/15/8/picluAX2s.jpg""",5
